SIT || Field1
I do not like one of our neighbours as they are very selfish.   Whenever they want something or need help they come to see us,   otherwise they do not even bother about people who live next to  them. || disgust
When some of my close friends and colleagues talk about me and  my work and say that I am the brightest student of the college. || shame
 In some special circumstances l lied to my parents, then felt  guilty so I told them the truth and felt free. || guilt
Day before yesterday my mother bought me a new pair of shoes,  without my having asked for them.  She told me that when she saw  the pair of shoes she felt like buying them for me.  I really  liked the shoes and they made me feel that my mother cares for  me. || joy
When for the first time I rode on a motorcycle with my brother.   He was going so fast that I felt that I would fall off without my  brother realizing it. || fear
One of my friends asked me to go shopping with her, another  friend of hers was also coming along.  During the outing they  kept talking to each other and I felt left out, even when I tried  to talk to them they seemed not to listen to me and did not pay  me much attention. || anger
Two years ago my best friend died in an accident, just a day  before my birthray.  We were very close to each other and I felt  very sad at loosing a close friend. || sadness
We had gone to our native village and I went to visit a tribal  group which believes in Goddess Kali.  As it was a festival day they  had to offer a hen to the Goddess so they cut the head off a hen  right in front of my eyes.  I felt disgusted and evenb gave up  eating meat after this incident. || disgust
As part of the assessment I had to speak on a subject in front  of the class. I was not really prepared and I was just reading  the stuff I had on a piece of paper, when some of the students   asked me something I could not give them an answer.  I felt  ashamed as I had not prepared the topic. || shame
One day I went to see a movie without my parents permission.  It  was an adult movie and I was scared that my parents would not  allow me to see the movie.  However after coming home I felt very  guilty at what I had done. || guilt
When my daughter gave her solo dance performance in Poona and  there was a big applause, I was overjoyed. || joy
